call_id,decision_index,candidate_count,affected_rule_ids,output_relation,output_effect,raw_risk_score,raw_repair_score,applied_score_adjustment,ranking_changed,action_changed,final_action_used,confidence,json_valid,retry_count,cache_hit
4c949683b2ba,41,30,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
9753bb781a33,42,30,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
e1d53504e58a,43,49,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
feb7dcb95e73,44,29,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
7e79343d4771,45,36,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
e8615a8b899d,46,47,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
a2baa863dad6,47,58,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
8719b0052cbb,48,96,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
ce34a613421e,49,48,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
9b3a3adcb98e,50,52,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
6699ece7f499,51,53,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
f8e1ac33e779,52,57,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
1a2fcea59423,53,37,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
ed8586b33785,54,34,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
0f18f096497e,55,49,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
d43b57dd134c,56,52,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
960e477792f4,57,38,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
ca7ad35afaf7,58,50,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
1bb14df78d7d,59,47,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
9a311714852a,60,46,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
81354dd91bde,61,49,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
9335fe831e71,62,55,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
5ec3daaa4cb9,63,42,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
ef243823e895,64,41,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
aef502ffd5e8,65,46,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
70e3603ee238,66,27,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
27808790d4fb,67,54,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
aedc441ca697,68,53,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
cc2ce72f9d1b,69,45,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
5965902f5d8b,70,32,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
b03d473bc36a,71,50,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
8fb55503a7b8,72,52,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
87eebb6e1a37,73,58,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
5094a5dad592,74,44,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
edbf4232042a,75,45,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
8b0b9d7a8f37,76,59,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
3a9f08b809da,77,58,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
3ecca7c1f4bf,78,56,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
5fff63f0efab,79,28,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
f810dd2ed814,80,42,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
b941cf937220,81,40,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
371ff01be57a,82,24,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
df7dd7035a05,83,31,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
356dbba2ac52,84,49,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
cfcee61f7c1b,85,53,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
7a7adbefada7,86,58,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
c7a759f7891c,87,56,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
03d8d4f520e4,88,51,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
50b312dfdf2b,89,63,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
8a9bc678415e,90,68,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
70b41fb09685,91,45,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
0c214886c1d4,92,33,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
ecc4c29f9f4f,93,39,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
44ccd2018a67,94,40,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
1f822a8087bd,95,41,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
fc39e548340d,96,54,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
2b8a200df320,97,64,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
331dde385a15,98,61,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
49bdf0280584,99,52,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
f23e68c735d9,100,52,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
537ef88aa404,101,54,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
8798d0149bcf,102,57,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
876917101ef6,103,36,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
8e700fdf81c3,104,45,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
323ce5f6c9be,105,44,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
26f7f23e50b3,106,46,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
b9a94d4bf721,107,25,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
46bb913f7ecd,108,32,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
4ab7e71994f2,109,50,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
65cbd7417499,110,28,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
999b27417713,111,50,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
b4c8e18c370e,112,48,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
200e01b16cb2,113,42,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
80a8131f40a0,114,29,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
7ec81389b385,115,56,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,take_order,,False,0,True
b35aaf90abd9,116,59,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
ee8f9968fd32,117,64,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
7209aaf3c39e,118,59,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
cab4e565ed62,119,77,"[""887d908c573d"",""6235345edaf5"",""674070057b2f"",""cee0faecaf6b"",""4d7e4e30a7ba""]",not_persisted_in_legacy_trace,unknown,0.0,0.0,0.0,False,False,wait,,False,0,True
