run_id,dataset,driver_hash,step_hash,action,candidate_type,freight_direct_net,route_segment_value,terminal_value,macro_task_repair_value,predicted_marginal_preference_cost,broken_macro_task_cost,lost_repair_window_cost,time_cost,query_cost,reposition_cost,execution_risk,low_confidence_risk,final_score,chosen_flag,why_not_chosen,wait_reason,query_k,query_minutes,macro_payload,notes
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,947fcc43de88,take_order,take_order,234.68,0.0,0.0,0.0,6.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.15,358.47,False,lower_delta_mpc_score,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":1,""macro_started_count"":1,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":1}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,c4534a851e11,wait,wait,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,True,,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":1,""macro_started_count"":1,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":1}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,c4534a851e11,wait,take_order,197.73,0.0,0.0,0.0,12326.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.15,-21934.76,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":1,""macro_started_count"":1,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":1}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,c4534a851e11,wait,take_order,215.3,0.0,0.0,0.0,19446.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.15,-29074.9,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":1,""macro_started_count"":1,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":1}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,c4534a851e11,wait,take_order,275.27,0.0,0.0,0.0,25006.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.15,-34568.18,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":1,""macro_started_count"":1,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":1}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,c4534a851e11,wait,take_order,278.79,0.0,0.0,0.0,25006.2,-0.0,-0.0,2.08,-0.0,0.0,-0.0,0.15,-34594.1,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":1,""macro_started_count"":1,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":1}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,da5275b14ff3,wait,wait,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,True,,daily_rest_guard,0,0,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":2,""macro_started_count"":2,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":2}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,e9de8953a73a,take_order,take_order,807.81,0.0,0.0,0.0,6.2,-0.0,-0.0,16.32,-0.0,0.0,-0.0,0.15,1074.34,True,,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":2,""macro_started_count"":2,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":2}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,e9de8953a73a,take_order,take_order,376.99,0.0,0.0,0.0,6.2,-0.0,-0.0,1.36,-0.0,0.0,-0.0,0.15,557.08,False,lower_delta_mpc_score,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":2,""macro_started_count"":2,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":2}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,e9de8953a73a,take_order,take_order,230.34,0.0,0.0,0.0,6.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.15,417.14,False,lower_delta_mpc_score,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":2,""macro_started_count"":2,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":2}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,e9de8953a73a,take_order,take_order,256.63,0.0,0.0,0.0,6.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.15,412.75,False,lower_delta_mpc_score,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":2,""macro_started_count"":2,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":2}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,e9de8953a73a,take_order,take_order,281.12,0.0,0.0,0.0,6.2,-0.0,-0.0,2.0,-0.0,0.0,-0.0,0.15,410.12,False,lower_delta_mpc_score,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":2,""macro_started_count"":2,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":2}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,2b76c38d79be,wait,wait,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,True,,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":2,""macro_started_count"":2,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":2}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,2b76c38d79be,wait,take_order,49.62,0.0,0.0,0.0,22406.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.15,-32276.95,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":2,""macro_started_count"":2,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":2}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,2b76c38d79be,wait,take_order,354.78,0.0,0.0,0.0,25006.2,-0.0,-0.0,956.48,-0.0,0.0,45.58,0.15,-35549.23,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":2,""macro_started_count"":2,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":2}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,2b76c38d79be,wait,take_order,313.6,0.0,0.0,0.0,25006.2,-0.0,-0.0,1578.64,-0.0,0.0,410.07,0.15,-36574.48,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":2,""macro_started_count"":2,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":2}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,2b76c38d79be,wait,take_order,270.28,0.0,0.0,0.0,25006.2,-0.0,-0.0,1699.84,-0.0,0.0,377.53,0.15,-36718.99,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":2,""macro_started_count"":2,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":2}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,916475978d61,wait,wait,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-35.0,True,,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":2,""macro_started_count"":2,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":2}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,916475978d61,wait,take_order,144.42,0.0,0.0,0.0,25006.2,-0.0,-0.0,4.64,-0.0,0.0,-0.0,0.15,-34752.99,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":2,""macro_started_count"":2,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":2}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,916475978d61,wait,take_order,49.62,0.0,0.0,0.0,25006.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.15,-34882.35,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":2,""macro_started_count"":2,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":2}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,916475978d61,wait,take_order,270.28,0.0,0.0,0.0,25006.2,-0.0,-0.0,390.88,-0.0,0.0,377.53,0.15,-35400.65,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":2,""macro_started_count"":2,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":2}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,916475978d61,wait,take_order,90.16,0.0,0.0,0.0,25006.2,-0.0,-0.0,495.92,-0.0,0.0,280.39,0.15,-35643.57,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":2,""macro_started_count"":2,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":2}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,f26bfd24a017,wait,wait,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,True,,daily_rest_guard,0,0,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":3,""macro_started_count"":3,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":3}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,d4acd0b148c9,take_order,take_order,814.44,0.0,0.0,0.0,6.2,-0.0,-0.0,13.28,-0.0,0.0,-0.0,0.15,1127.13,True,,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":3,""macro_started_count"":3,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":3}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,d4acd0b148c9,take_order,take_order,518.18,0.0,0.0,0.0,6.2,-0.0,-0.0,15.04,-0.0,0.0,-0.0,0.15,694.71,False,lower_delta_mpc_score,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":3,""macro_started_count"":3,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":3}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,d4acd0b148c9,take_order,take_order,59.01,0.0,0.0,0.0,6.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.15,106.99,False,lower_delta_mpc_score,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":3,""macro_started_count"":3,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":3}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,d4acd0b148c9,take_order,take_order,49.62,0.0,0.0,0.0,6.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.15,98.25,False,lower_delta_mpc_score,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":3,""macro_started_count"":3,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":3}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,d4acd0b148c9,take_order,reposition,-23.88,0.0,0.0,148.64,-0.0,-0.0,-0.0,-0.0,-0.0,87.77,-0.0,0.15,84.76,False,lower_delta_mpc_score_or_reposition_gate,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":3,""macro_started_count"":3,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":3}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,0b6fb8a7a942,wait,wait,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,True,,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":3,""macro_started_count"":3,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":3}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,0b6fb8a7a942,wait,take_order,126.98,0.0,0.0,0.0,6406.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.15,-16177.24,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":3,""macro_started_count"":3,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":3}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,0b6fb8a7a942,wait,take_order,15.75,0.0,0.0,0.0,14886.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.15,-24857.7,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":3,""macro_started_count"":3,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":3}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,0b6fb8a7a942,wait,take_order,51.19,0.0,0.0,0.0,17126.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.15,-27041.68,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":3,""macro_started_count"":3,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":3}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,0b6fb8a7a942,wait,take_order,187.1,0.0,0.0,0.0,19286.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.15,-28996.1,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":3,""macro_started_count"":3,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":3}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,24aeec80573c,wait,wait,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-35.0,True,,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":3,""macro_started_count"":3,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":3}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,24aeec80573c,wait,take_order,387.16,0.0,0.0,0.0,25006.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.15,-34392.88,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":3,""macro_started_count"":3,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":3}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,24aeec80573c,wait,take_order,249.21,0.0,0.0,0.0,25006.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.15,-34615.67,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":3,""macro_started_count"":3,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":3}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,24aeec80573c,wait,take_order,187.1,0.0,0.0,0.0,25006.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.15,-34721.5,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":3,""macro_started_count"":3,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":3}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,24aeec80573c,wait,take_order,172.14,0.0,0.0,0.0,25006.2,-0.0,-0.0,16.88,-0.0,0.0,-0.0,0.15,-34764.88,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":3,""macro_started_count"":3,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":3}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,688c70b7dd88,wait,wait,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,True,,daily_rest_guard,0,0,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":4,""macro_started_count"":4,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":4}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,6db5e21c6711,take_order,take_order,733.89,0.0,0.0,0.0,6.2,-0.0,-0.0,9.68,-0.0,0.0,-0.0,0.15,1012.67,True,,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":4,""macro_started_count"":4,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":4}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,6db5e21c6711,take_order,take_order,295.95,0.0,0.0,0.0,6.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.15,720.66,False,lower_delta_mpc_score,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":4,""macro_started_count"":4,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":4}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,6db5e21c6711,take_order,take_order,860.6,0.0,0.0,0.0,6.2,-0.0,-0.0,423.2,-0.0,0.0,-0.0,0.15,705.04,False,lower_delta_mpc_score,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":4,""macro_started_count"":4,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":4}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,6db5e21c6711,take_order,take_order,790.75,0.0,0.0,0.0,6.2,-0.0,-0.0,342.4,-0.0,0.0,-0.0,0.15,701.46,False,lower_delta_mpc_score,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":4,""macro_started_count"":4,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":4}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,6db5e21c6711,take_order,take_order,358.5,0.0,0.0,0.0,6.2,-0.0,-0.0,3.68,-0.0,0.0,-0.0,0.15,527.79,False,lower_delta_mpc_score,,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":4,""macro_started_count"":4,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":4}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,2ea56df7863c,wait,wait,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,True,,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":4,""macro_started_count"":4,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":4}",runtime_top5_decomposition
runs/delta_mpc/20260509/delta_mpc_fallback,20260509,e7a52d984e7e,2ea56df7863c,wait,take_order,-4.67,0.0,0.0,0.0,11926.2,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.15,-21924.35,False,rest_window_overlap,positive_orders_failed_threshold_or_soft_risk,120,12,"{""macro_aborted_count"":0,""macro_broken_by_query_count"":0,""macro_completed_count"":4,""macro_started_count"":4,""official_delta_measured_macro_gain"":0.0,""query_skipped_due_to_macro"":4}",runtime_top5_decomposition
